id,Order Item Id,Customer Fname,Customer Lname,Customer Id,Customer City,Customer Country,Customer Segment
404,TK87796,Karen,Smith,7187,Mandaluyong,Philippines,Corporate
405,TK88927,Christian,Turner,6623,San Juan,Philippines,Corporate
406,CR160544,Gary,Tanner,11223,Valenzuela,Philippines,Corporate
407,CR160544,Gary,Tanner,11223,Valenzuela,Philippines,Corporate
408,TK81690,Mary,Clark,11372,Pateros,Philippines,Corporate
409,CR160544,Gary,Tanner,11223,Valenzuela,Philippines,Corporate
410,TK81690,Mary,Clark,11372,Pateros,Philippines,Corporate
411,TK88927,Christian,Turner,6623,San Juan,Philippines,Corporate
412,CR160544,Gary,Tanner,11223,Valenzuela,Philippines,Corporate
413,MC37919,Margaret,Cook,10472,Pateros,Philippines,Corporate
414,TK87796,Karen,Smith,7187,Mandaluyong,Philippines,Corporate
415,CR174328,Jessamine,Wright,14566,Taguig,Philippines,Corporate
416,CR159390,Jennifer,Smith,4820,Makati,Philippines,Corporate
417,TK57445,Teresa,Grimes,2511,Mandaluyong,Philippines,Corporate
418,TK57445,Teresa,Grimes,2511,Mandaluyong,Philippines,Corporate
419,TK57445,Teresa,Grimes,2511,Mandaluyong,Philippines,Corporate
420,CR159390,Jennifer,Smith,4820,Makati,Philippines,Corporate
421,TK57445,Teresa,Grimes,2511,Mandaluyong,Philippines,Corporate
422,CR159390,Jennifer,Smith,4820,Makati,Philippines,Corporate
423,CR159390,Jennifer,Smith,4820,Makati,Philippines,Corporate
424,CR159390,Jennifer,Smith,4820,Makati,Philippines,Corporate
425,TK121346,Ruth,Smith,4339,Pasay,Philippines,Corporate
426,MC165909,Sharon,Smith,10524,Parañaque,Philippines,Corporate
427,TK50712,Grace,Patel,406,Parañaque,Philippines,Corporate
428,TK121346,Ruth,Smith,4339,Pasay,Philippines,Corporate
429,TK82689,Gregory,Snyder,3890,San Juan,Philippines,Corporate
430,MC165909,Sharon,Smith,10524,Parañaque,Philippines,Corporate
431,MC5407,Mary,Kent,7486,Valenzuela,Philippines,Corporate
432,TK82689,Gregory,Snyder,3890,San Juan,Philippines,Corporate
433,TK45728,Tyler,Gutierrez,8757,San Juan,Philippines,Corporate
434,MC5407,Mary,Kent,7486,Valenzuela,Philippines,Corporate
435,TK115729,Mary,Clay,6241,Navotas,Philippines,Corporate
436,MC166992,David,Smith,321,Caloocan,Philippines,Consumer
437,MC32808,Mark,Smith,10748,San Juan,Philippines,Consumer
438,MC32808,Mark,Smith,10748,San Juan,Philippines,Consumer
439,CR19758,Mary,Smith,9691,Pateros,Philippines,Consumer
440,CR19758,Mary,Smith,9691,Pateros,Philippines,Consumer
441,CR7094,Mary,Smith,4652,San Juan,Philippines,Consumer
442,TK128660,Amanda,Foster,3531,San Juan,Philippines,Consumer
443,CR7094,Mary,Smith,4652,San Juan,Philippines,Consumer
444,CR133467,Mildred,Herrera,187,Malabon,Philippines,Consumer
445,CR133467,Mildred,Herrera,187,Malabon,Philippines,Consumer
446,CR24868,Victoria,Hines,5331,Pateros,Philippines,Consumer
447,MC21247,Mary,Smith,4769,Pateros,Philippines,Consumer
448,TK62445,Philip,Smith,7763,Taguig,Philippines,Consumer
449,TK62445,Philip,Smith,7763,Taguig,Philippines,Consumer
450,TK62445,Philip,Smith,7763,Taguig,Philippines,Consumer
451,TK72021,Mary,Cisneros,11606,Mandaluyong,Philippines,Consumer
452,TK61128,Mary,Brock,4745,Malabon,Philippines,Consumer
453,TK61128,Mary,Brock,4745,Malabon,Philippines,Consumer
454,TK75762,George,Smith,7006,Muntinlupa,Philippines,Consumer
455,TK66687,Judith,Gibbs,10720,Pateros,Philippines,Consumer
456,TK51561,Rachel,Sweeney,8437,Pasig,Philippines,Consumer
457,TK61128,Mary,Brock,4745,Malabon,Philippines,Consumer
458,TK51561,Rachel,Sweeney,8437,Pasig,Philippines,Consumer
459,TK51561,Rachel,Sweeney,8437,Pasig,Philippines,Consumer
460,TK61128,Mary,Brock,4745,Malabon,Philippines,Consumer
461,TK89644,Mary,Smith,2175,Taguig,Philippines,Consumer
462,TK89644,Mary,Smith,2175,Taguig,Philippines,Consumer
463,MC157266,Mary,Roth,9813,San Juan,Philippines,Consumer
464,CR7094,Mary,Smith,4652,San Juan,Philippines,Consumer
465,CR24949,Mary,Smith,12068,San Juan,Philippines,Consumer
466,TK122319,Mary,Smith,5046,Pasay,Philippines,Consumer
467,MC32808,Mark,Smith,10748,San Juan,Philippines,Consumer
468,MC32808,Mark,Smith,10748,San Juan,Philippines,Consumer
469,MC166992,David,Smith,321,Caloocan,Philippines,Consumer
470,CR6997,Michael,Schultz,11505,Pateros,Philippines,Consumer
471,CR6997,Michael,Schultz,11505,Pateros,Philippines,Consumer
472,MC21247,Mary,Smith,4769,Pateros,Philippines,Consumer
473,MC137579,Mary,Horton,12012,Malabon,Philippines,Consumer
474,TK75762,George,Smith,7006,Muntinlupa,Philippines,Consumer
475,TK122319,Mary,Smith,5046,Pasay,Philippines,Consumer
476,TK116189,John,Richards,9575,Valenzuela,Philippines,Consumer
477,MC157266,Mary,Roth,9813,San Juan,Philippines,Consumer
478,MC11672,Mary,Brock,4745,Malabon,Philippines,Consumer
479,MC137579,Mary,Horton,12012,Malabon,Philippines,Consumer
480,TK51561,Rachel,Sweeney,8437,Pasig,Philippines,Consumer
481,TK89644,Mary,Smith,2175,Taguig,Philippines,Consumer
482,MC29946,Ryan,Collins,2845,San Juan,Philippines,Consumer
483,CR133467,Mildred,Herrera,187,Malabon,Philippines,Consumer
484,TK61128,Mary,Brock,4745,Malabon,Philippines,Consumer
485,MC174298,Lynn,Mckinney,14536,Taguig,Philippines,Consumer
486,MC40946,Angela,Merritt,4347,Pateros,Philippines,Consumer
487,MC149906,Catherine,Washington,7383,San Juan,Philippines,Consumer
488,MC179000,Lareina,Figueroa,19238,Pasig,Philippines,Consumer
489,TK58702,Mary,Baldwin,451,Parañaque,Philippines,Consumer
490,TK51503,Lisa,Edwards,8797,Pateros,Philippines,Consumer
491,TK86748,Mary,Gomez,9188,Pateros,Philippines,Consumer
492,CR131628,Mary,Mccoy,4280,Marikina,Philippines,Consumer
493,TK128918,Jessica,Smith,4623,Marikina,Philippines,Consumer
494,CR30821,Kimberly,King,12389,Marikina,Philippines,Consumer
495,TK68118,Kimberly,King,12389,Marikina,Philippines,Consumer
496,MC168013,Sharon,Mendoza,7656,Pateros,Philippines,Corporate
497,CR35091,Matthew,Smith,4972,San Juan,Philippines,Corporate
498,MC32840,Christian,Turner,6623,San Juan,Philippines,Corporate
499,CR35091,Matthew,Smith,4972,San Juan,Philippines,Corporate
500,MC39032,Mary,Robbins,93,Makati,Philippines,Corporate
